video,seconds,fps,numFrame,rfps,subset,featureFrame
Lbl5prjKKPI,11,30,330,30,validation,330
DyCLasiOhqs,11,25,275,25,validation,275
vrpGkpPbzTs,58,30,1740,30,training,1740
AzHFYAmVFSg,12,30,360,30,training,360
WLIhYFFU9Z8,13,29,377,29,training,377
_JPX-cEahWg,16,25,400,25,training,400
cGcZAbph_5I,12,24,288,24,training,288
VeTEOnrpEaY,14,30,420,30,validation,420
eqUBLPHACA0,11,29,319,29,training,319
vKVNYNFF3Js,11,30,330,30,training,330
Nw2HpOtjfsY,11,30,330,30,validation,330
kaMEoFpeH-Y,110,30,3300,30,validation,3300
KpS7toGl3T0,110,24,2640,24,validation,2640
aYghin2HM9Q,117,29,3393,29,training,3393
nImVVszIMuE,115,29,3335,29,training,3335
yDZLAcpozfo,144,29,4176,29,training,4176
jIxFl267SFU,131,29,3799,29,testing,3799
csMoV2ehH00,112,25,2800,25,training,2800
iA8EitAOyzI,111,30,3330,30,training,3330
F2e7jkLnw4k,133,30,3990,30,training,3990
3BIz_dTNocY,110,29,3190,29,training,3190
UlZVLdbWAms,113,25,2825,25,training,2825
J-SyK7qSQtw,110,25,2750,25,training,2750
uvgnjoOMg4c,110,29,3190,29,validation,3190
ttBQqjW_xqg,110,30,3300,30,training,3300
aac-ClzYXFo,121,15,1815,15,training,1815
0DvaZWrztf4,110,29,3190,29,training,3190
bQotkvn3xQ4,119,25,2975,25,training,2975
R22Bqji2oag,128,29,3712,29,training,3712
BfTn6d1u6Ig,110,30,3300,30,training,3300
qgJAnpo4TRc,116,29,3364,29,validation,3364
kM1cjpby21Q,110,29,3190,29,validation,3190
DjAo_9eSPWI,110,30,3300,30,testing,3300
YeOI9pA5dvU,111,30,3330,30,validation,3330
8sCigrJ5g5s,112,29,3248,29,training,3248
pDJXmj9Vk5s,114,23,2622,23,training,2622
9eZDp600Ysc,111,30,3330,30,validation,3330
bDOZz0x8oBc,135,29,3915,29,training,3915
cw9Nj8IJskc,119,30,3570,30,training,3570
4zyI6vn9Azg,111,30,3330,30,training,3330
Rv2M3LT7h6w,112,29,3248,29,validation,3248
n75VbvMewCw,189,29,5481,29,validation,5481
MsSrun0Ydlo,133,29,3857,29,validation,3857
ASC_kiMaOes,111,30,3330,30,training,3330
t0wuWn_zjzs,111,30,3330,30,training,3330
rMevUkC0xq4,113,25,2825,25,training,2825
vfGm4-5jieA,111,29,3219,29,testing,3219
PHndR2AW5eE,111,15,1665,15,training,1665
wYRjffGxv3g,111,25,2775,25,training,2775
tHkpo45a3KE,115,29,3335,29,training,3335
SwvpsbRCy9M,111,30,3330,30,training,3330
7Da1KW4QKOY,129,29,3741,29,training,3741
TmVj8M48B2o,112,30,3360,30,training,3360
PbeQ6Ybp5eA,160,29,4640,29,training,4640
QVCVKRvTSZk,131,25,3275,25,validation,3275
lc9Gq2T9sCo,111,30,3330,30,training,3330
FqTlZy5hULY,227,25,5675,25,training,5675
iO_-LY9Acx4,112,29,3248,29,training,3248
5E8Hjfb2a1Y,123,15,1845,15,testing,1845
-U9aUGSh44U,114,25,2850,25,training,2850
CkD4QFaWxew,112,23,2576,23,testing,2576
utApQ8Hj-SI,112,30,3360,30,training,3360
M8Ijxd6KlIo,124,25,3100,25,validation,3100
bayGLS3dZyo,124,29,3596,29,training,3596
V6TQTZVNFH0,112,29,3248,29,testing,3248
KgRjlII1Gao,136,25,3400,25,training,3400
35ry8s8xL2k,112,30,3360,30,training,3360
rcqjGxQVyqE,113,29,3277,29,training,3277
jcfwsbBTbSs,113,29,3277,29,training,3277
cXwUb1Sj294,113,29,3277,29,training,3277
MQaxuKuc0l4,113,30,3390,30,testing,3390
x9rBL0qxQ2A,281,30,8430,30,training,8430
3QZLJw1xRYY,133,30,3990,30,training,3990
s2Cx63bJ1ts,180,30,5400,30,training,5400
u3jsTEl_2_g,117,30,3510,30,validation,3510
MvnrTF1tEZc,126,25,3150,25,training,3150
JEmnKw7n9Y0,113,30,3390,30,training,3390
mgr66qFGPWo,113,30,3390,30,training,3390
eZT9tg5B9NM,113,29,3277,29,training,3277
hvmsZ4amdwk,119,25,2975,25,validation,2975
3P51VyYe7r4,119,30,3570,30,training,3570
BMpelhWvS0s,131,29,3799,29,validation,3799
4B5bTzNpMFA,115,30,3450,30,testing,3450
RdHtnGOMfhk,113,30,3390,30,training,3390
97OMmMNgi7Y,113,29,3277,29,training,3277
RlrxNjCLMMc,121,29,3509,29,testing,3509
bZHgpKMVD5Y,115,30,3450,30,training,3450
0kp-IunDkvs,132,29,3828,29,validation,3828
R65Cj4aW9Pw,117,29,3393,29,training,3393
aVDDWQBKv1Y,114,25,2850,25,testing,2850
oXsUy7EhqdQ,114,25,2850,25,training,2850
5UbtMxosmLs,114,25,2850,25,training,2850
hJ_jGQ8DnNI,116,30,3480,30,training,3480
6_qh2DHg3Y8,114,25,2850,25,training,2850
KJTHxu9HkLs,125,29,3625,29,training,3625
YG6xyMXdVa0,155,29,4495,29,testing,4495
jauxXtZPZjk,114,30,3420,30,testing,3420
YivLI0cHGZ8,114,29,3306,29,training,3306
ssE0gECtf2c,125,10,1250,10,training,1250
tX9y5-mDaZA,165,29,4785,29,training,4785
f4YEAAy-Ktg,114,30,3420,30,training,3420
OgAxXnBhgw0,129,9,1161,9,validation,1161
tGMLzlOAHHg,126,30,3780,30,training,3780
OsrgRhi7IYI,115,30,3450,30,training,3450
MmENP49JkFQ,115,23,2645,23,training,2645
jS5H9YRxabc,115,23,2645,23,training,2645
qjf_4tFWT9A,115,30,3450,30,training,3450
abeYJaTxsP8,120,25,3000,25,training,3000
WPF4qCKy0CE,129,24,3096,24,training,3096
sc-H81l7oE0,115,25,2875,25,training,2875
F53wV97p3vQ,115,29,3335,29,validation,3335
RJPdTh2T5-A,115,30,3450,30,validation,3450
Oq48MOhIWQA,115,29,3335,29,training,3335
qXyIDywYNZU,132,29,3828,29,training,3828
1UEDMlV5q3A,132,25,3300,25,training,3300
4IBYnRk94oo,124,23,2852,23,training,2852
mAZaLaa7FIs,178,29,5162,29,validation,5162
pGNSTbrTVxc,115,30,3450,30,training,3450
dw1FZXjF89Y,118,29,3422,29,training,3422
tyF2XAk4njc,115,25,2875,25,training,2875
L-HHfeO4Bxs,118,29,3422,29,validation,3422
Ew263CUZtc0,144,24,3456,24,training,3456
7gLpLmsAcoQ,116,29,3364,29,training,3364
xzlZLF5X1mc,116,15,1740,15,training,1740
906i2dPAW3k,117,30,3510,30,validation,3510
JmKYSK0ngMQ,119,29,3451,29,training,3451
OLWQ59w1b58,127,25,3175,25,training,3175
rbPYffEigK8,116,29,3364,29,training,3364
ixc7gZVXVqE,118,30,3540,30,training,3540
xF2k0Ct0qYU,123,25,3075,25,training,3075
7_4h7JGJ8Bo,116,30,3480,30,training,3480
Z6yAWaAK2uU,125,25,3125,25,validation,3125
W5qr67uWhfs,419,30,12570,30,training,12570
h9B324wjI_k,119,29,3451,29,training,3451
qXCyrnhFN-M,123,30,3690,30,training,3690
_4dQ6WhT0RU,125,30,3750,30,validation,3750
gGrP2G3pwH0,123,29,3567,29,training,3567
PtsK5cK9BkU,116,30,3480,30,validation,3480
ay3R7HiM_F0,117,29,3393,29,training,3393
faXk4dmiMQ0,117,25,2925,25,training,2925
lPf4w0lrQIg,117,29,3393,29,training,3393
4td7eDnbkOQ,117,15,1755,15,validation,1755
mejLByoc0SI,117,29,3393,29,training,3393
KDDsEk-tekk,117,29,3393,29,training,3393
a5M66764Ut0,117,26,3042,26,training,3042
LCof1T_ZX0o,117,29,3393,29,training,3393
Bz3j0isvv4U,191,30,5730,30,training,5730
DigvEuamQhI,117,30,3510,30,training,3510
1pb9fi3lyBI,144,30,4320,30,testing,4320
5iBoqjg0F8U,118,24,2832,24,training,2832
zP-Yx1EejIQ,118,29,3422,29,validation,3422
EXS8JNlJA5M,141,25,3525,25,training,3525
Wc_kpnGqphU,124,25,3100,25,training,3100
QZ9fm5qE-7k,234,25,5850,25,training,5850
X8tSMZVjLUs,174,29,5046,29,training,5046
Y-7KJ97_u-Y,123,23,2829,23,validation,2829
fhTvgGEYtxQ,118,29,3422,29,validation,3422
LazqCwdWNNI,118,29,3422,29,validation,3422
ZlLVHW89avc,118,29,3422,29,validation,3422
9-NSODhqs9Y,130,25,3250,25,testing,3250
nHsZ7atncJ0,139,27,3753,27,training,3753
Te0dxvWS1Lg,118,15,1770,15,validation,1770
9GJH_vp3MBo,118,30,3540,30,training,3540
VOTDTFZIMsk,118,29,3422,29,validation,3422
UM8FJVHWDEU,118,29,3422,29,training,3422
WCvq91LFP-g,119,30,3570,30,training,3570
iqe6NgG9TXE,119,30,3570,30,validation,3570
B0w1vdqahVY,119,30,3570,30,testing,3570
TNWJhIiPQmQ,130,30,3900,30,training,3900
7o0QGoT6f50,128,23,2944,23,training,2944
xi_8sM0qnJ4,119,23,2737,23,training,2737
q4W8LbyOGvQ,119,30,3570,30,training,3570
SQqGbvmA_uQ,138,29,4002,29,validation,4002
OY-RA78o0ls,122,24,2928,24,training,2928
4dn24Nm0qVg,123,30,3690,30,validation,3690
TMcu-gcR9Io,119,29,3451,29,testing,3451
GbSiZVOk3Bo,119,29,3451,29,validation,3451
HqpujF5itww,261,29,7569,29,training,7569
e5icUXzDCK0,119,30,3570,30,training,3570
Ghh5vscPWfo,412,30,12360,30,training,12360
L48oJA6GECs,119,30,3570,30,training,3570
4kJrQ1jkZmI,195,29,5655,29,training,5655
VAyNwgmR2EM,120,30,3600,30,testing,3600
9X3wkncG7Y0,119,30,3570,30,validation,3570
Am1_5KDpPxg,119,30,3570,30,training,3570
jwumkeX_jdg,121,30,3630,30,training,3630
1vzuLAWqYdU,127,29,3683,29,training,3683
U27OW-FGr10,119,11,1309,11,training,1309
nEpgODt4e5Q,120,30,3600,30,training,3600
FIqdmYVUQeo,12,29,348,29,validation,348
7lkaIUaGOWA,12,25,300,25,training,300
dxjp-Va8TKg,12,30,360,30,training,360
dOX_bCFC4l8,12,24,288,24,training,288
0t49D9Z7ffo,12,25,300,25,training,300
9Hrx46hWP_c,12,24,288,24,training,288
PRzBCQZqYeg,12,25,300,25,validation,300
JDlT7JvkOF4,12,24,288,24,training,288
m4YnbVE0tFw,12,24,288,24,training,288
h-dVVDtQOV8,12,24,288,24,training,288
GsgyZ-SQS5Y,12,24,288,24,training,288
lVs7rw9-4t0,12,24,288,24,testing,288
i1F5lwHlWhM,12,24,288,24,training,288
onbYCuuFZsQ,12,24,288,24,training,288
18plk2AOLkE,12,29,348,29,training,348
AIcCzSi1HZo,17,25,425,25,testing,425
Wpw5l_lQ6Tw,14,29,406,29,training,406
Mq_LdRoxPjE,12,29,348,29,validation,348
MOWF3u09-FQ,11,29,319,29,validation,319
OQZ4487TRr4,13,30,390,30,training,390
N-bha8AEYIY,24,25,600,25,validation,600
eIacXo1UGFg,94,29,2726,29,training,2726
YLJNeHPp9OU,12,30,360,30,training,360
T5Cd5J6v_rQ,12,10,120,10,testing,120
PchyuJWHMo4,12,29,348,29,training,348
TwqV360LyTY,12,29,348,29,training,348
RNLp2g2JKuo,12,11,132,11,training,132
1ycq5Y18RMI,12,29,348,29,training,348
si9M0HnEVxw,18,29,522,29,validation,522
BQqqHO6xmgg,12,30,360,30,training,360
9ZYQu2ZPBEI,12,30,360,30,training,360
xEp5_PZ2bQw,12,30,360,30,training,360
Jf9QCQAKGQg,11,30,330,30,validation,330
W3yv1-j2bPQ,12,23,276,23,training,276
zXmFid7ffGM,12,29,348,29,training,348
U9kR4ezix3U,12,29,348,29,training,348
Getz4Ev44LU,14,29,406,29,testing,406
-JH1cTQLrvs,12,30,360,30,training,360
eTxy9ugZMY8,12,29,348,29,training,348
vP2YIU4QjKA,15,29,435,29,training,435
OHgeA2TF9_4,12,30,360,30,training,360
3EWms-oHZVo,12,29,348,29,training,348
KKZw3NmKTiY,12,29,348,29,training,348
C_FWMqUd-PQ,12,30,360,30,training,360
rGdUiemhd54,51,29,1479,29,training,1479
JoZYEg5NGrY,12,29,348,29,validation,348
i5DZ9iD4GsE,14,30,420,30,training,420
jUP18W50SpA,14,30,420,30,validation,420
C4z5M4OzCvo,17,23,391,23,training,391
Sjwzm5C-9cE,12,30,360,30,training,360
VKAy7RTGIPM,12,30,360,30,training,360
aInJPdQE4HQ,12,29,348,29,training,348
tZqGPb-r0VY,12,30,360,30,testing,360
1hbWLhrVN8Q,12,30,360,30,training,360
bByXE_FdV_s,13,29,377,29,training,377
o03JpKO6G80,21,25,525,25,training,525
w7nfI1D1ksU,17,30,510,30,training,510
1DHtkymKFsc,12,29,348,29,training,348
sEycdcfNAHk,12,30,360,30,training,360
1CYeUBE5rfY,12,30,360,30,validation,360
hLgPkLA-Cbg,12,30,360,30,training,360
g3g7M2Xv3JY,41,29,1189,29,training,1189
kP5BS2KpVgA,12,30,360,30,validation,360
HKEoJRrfPAQ,12,23,276,23,training,276
5mtlshV4uMo,11,15,165,15,training,165
TocCKXPbFDo,12,30,360,30,training,360
9XojOuBBpjs,12,29,348,29,training,348
bOh0FiitG7Y,12,29,348,29,training,348
ZCf-bxUwAPQ,12,28,336,28,training,336
bJEGk5qSebE,12,30,360,30,training,360
aKa_O2JoAko,12,30,360,30,training,360
DTpNwtXAzUU,12,29,348,29,training,348
09a7--F7t_o,12,20,240,20,training,240
eP7D4zficGM,24,23,552,23,validation,552
NTN9VKtfF7U,12,30,360,30,validation,360
49s--kytXwE,117,30,3510,30,training,3510
oy7ndRJU0Io,12,23,276,23,training,276
SY65wfmfbJw,33,23,759,23,training,759
HUaYDvUvOtw,12,29,348,29,validation,348
E1aJ9K_II08,12,30,360,30,validation,360
vFlhXkL3Yec,12,30,360,30,validation,360
plyhf5v7FZA,12,29,348,29,validation,348
dBVn8-68qWk,18,29,522,29,validation,522
Ww7JeGk3a7s,12,30,360,30,validation,360
hntgn_bXHUA,12,29,348,29,training,348
Dq1tq1uN7d0,14,29,406,29,testing,406
Rr79cTW8J90,12,30,360,30,training,360
sy-azLNWxHs,12,30,360,30,training,360
qnjB7muV22M,12,30,360,30,training,360
CT9HvykAEQs,12,30,360,30,validation,360
kd-stu6-lvM,12,30,360,30,training,360
z2PAbAPIQfA,12,30,360,30,training,360
-_fSyKv9mzA,14,29,406,29,training,406
qCOMycN0SS8,12,29,348,29,training,348
M5kuMp4AaHU,12,25,300,25,training,300
2qBWavaf8c0,12,25,300,25,testing,300
2hvvlsEsxOI,12,29,348,29,training,348
eYTIk2G83Wo,12,30,360,30,training,360
tupJwvfAyWg,12,30,360,30,training,360
xciQMJTzf4s,12,30,360,30,training,360
YGXoKTlUIzc,18,29,522,29,validation,522
P0A676kr1-s,12,25,300,25,validation,300
cQd4PqSMJQg,12,30,360,30,testing,360
cs0GSeXck3U,12,15,180,15,training,180
bxw9C57we_w,16,15,240,15,training,240
pk-zmuTKevc,21,24,504,24,training,504
BeIi4_pgnYs,12,29,348,29,training,348
JlobAQFhLLc,30,30,900,30,training,900
679aiVRb2Kk,13,23,299,23,training,299
JtqD26kHvbM,12,30,360,30,training,360
xllOn2t2bbk,12,29,348,29,validation,348
vWNos3cwjQE,12,12,144,12,training,144
S8vipsN56eA,12,30,360,30,validation,360
M9hX5sRfMTw,15,29,435,29,training,435
NZczInlQ398,19,25,475,25,training,475
DmJRFlf4Zk4,45,29,1305,29,training,1305
RCmCdaT6Z5M,12,20,240,20,testing,240
6Hzowx5r76c,16,29,464,29,validation,464
PsPAgZxXBmU,52,30,1560,30,training,1560
do1UqeRmC-k,12,30,360,30,training,360
1cJOamxkr8A,12,30,360,30,testing,360
-LT8LM4zOe0,12,29,348,29,training,348
vvjH4OmqRlM,12,20,240,20,training,240
geNAXEt8jgE,12,30,360,30,training,360
PGH61zqvYa0,12,30,360,30,validation,360
lNRm9ObH1pI,12,30,360,30,training,360
Of3FrMn7gkE,12,11,132,11,training,132
KLAs0n7wjww,12,25,300,25,training,300
JSd5lmzfkZ0,12,29,348,29,validation,348
WiKiu4hMSjE,170,25,4250,25,training,4250
eWWUbbtvMUE,12,30,360,30,validation,360
thiXyQzkrz4,12,25,300,25,training,300
O4DZ3ZHQfOE,12,27,324,27,training,324
nVGGa21Wpcc,480,29,13920,29,training,13920
dyvX1Jv0RE0,59,29,1711,29,testing,1711
0xemFMRFeWs,19,29,551,29,training,551
XLsTKLHAdK0,12,29,348,29,training,348
x1A68FCCpMA,12,30,360,30,training,360
8FcPDCG6bdc,12,29,348,29,training,348
JDSB26323IA,60,30,1800,30,training,1800
h10gr9ynEEA,34,25,850,25,training,850
3uKiB-WO6OY,12,29,348,29,training,348
DHJCBJlXyc0,12,29,348,29,validation,348
c84SWrLqgo0,39,15,585,15,training,585
fHGE5xS1D30,15,29,435,29,training,435
T266HSl8Jqo,12,29,348,29,training,348
Q2GVwzY9jjw,12,30,360,30,training,360
W0dKSjeu_s4,13,29,377,29,training,377
RusOpugsSto,12,24,288,24,validation,288
Vc6v0atHO5A,12,30,360,30,training,360
7n8M4A77mUc,12,25,300,25,training,300
CsSe61E5wOM,12,30,360,30,training,360
eBUPth3mxS8,24,24,576,24,training,576
i-G3gYu3j5I,13,30,390,30,training,390
1PTnoN0XWUE,14,30,420,30,validation,420
cQEPru9at-w,12,30,360,30,training,360
lrNxe6Z3T30,12,30,360,30,training,360
uvw56tvko7M,12,30,360,30,training,360
5FdZHujEFZ8,12,25,300,25,testing,300
lEfgFt1n-uQ,166,29,4814,29,validation,4814
zsddGGcgl2M,13,25,325,25,training,325
k7NRBGiNhKI,12,30,360,30,validation,360
Z0C3JEBStLI,38,29,1102,29,training,1102
Em1yAzfo1yw,12,29,348,29,validation,348
Hsq2Hr1wiWI,12,29,348,29,training,348
nU-azzb1YQQ,12,30,360,30,training,360
SuFQYysDMr8,30,10,300,10,testing,300
PaPOR-cUaZY,15,29,435,29,training,435
5whS62jqNw0,12,29,348,29,training,348
enPZ1ViRduc,12,29,348,29,testing,348
7-62XSet6aQ,20,25,500,25,testing,500
Kw5KnbTGGso,14,29,406,29,training,406
TwhOQZFdoBE,12,30,360,30,training,360
dbaWSZCYeyA,12,29,348,29,testing,348
RTXJxRyVgyg,12,30,360,30,training,360
WjjoyqM9WSU,12,30,360,30,validation,360
X4jaus3LluA,20,29,580,29,training,580
D3D58sNFoFA,34,24,816,24,testing,816
wbJs89vAGTI,120,29,3480,29,training,3480
t0Q7bdJ10Fo,124,23,2852,23,training,2852
HYrh6WkO2fw,120,30,3600,30,validation,3600
LMkKgJfKxJU,126,25,3150,25,training,3150
-sQ8A3f3kJY,120,29,3480,29,training,3480
SsNA-bNjDuw,120,10,1200,10,training,1200
3YQK78bBmBo,120,29,3480,29,training,3480
Ram4ixx-e5M,120,24,2880,24,training,2880
AGowaRWDGtM,120,24,2880,24,training,2880
OALXV8Jlevo,120,29,3480,29,training,3480
36ayvzAntvs,120,30,3600,30,training,3600
06qMgdwq9Lc,120,24,2880,24,training,2880
nv3FVjEIyvI,120,10,1200,10,training,1200
Z7s6EkqhTbA,120,30,3600,30,validation,3600
HRDYNvaOj3M,120,30,3600,30,validation,3600
NHA9eWSnYqw,125,29,3625,29,training,3625
DP2gUQSXP5U,120,29,3480,29,training,3480
ZFTAY8h6jLc,120,25,3000,25,testing,3000
LP71IN8Md0c,120,30,3600,30,testing,3600
5Tr968Vx2no,120,30,3600,30,training,3600
Z2oviQC_L7w,130,27,3510,27,training,3510
KnNcJxJqAdw,120,28,3360,28,validation,3360
m5Q9s5v-Gw4,122,23,2806,23,testing,2806
bISgZJqodoc,127,20,2540,20,training,2540
qcAmd4uTwu4,383,30,11490,30,training,11490
eLRiv1JRpTg,121,30,3630,30,validation,3630
x7vo4KiG3O4,121,29,3509,29,training,3509
aM7VXrYu7yI,121,29,3509,29,testing,3509
-Vn0fTE4mo4,153,29,4437,29,training,4437
AwRevqqrjBQ,125,30,3750,30,training,3750
fJtgXL49TUQ,121,30,3630,30,training,3630
XIVb-zt3Q1E,121,29,3509,29,training,3509
NcfeLEePAvw,121,29,3509,29,testing,3509
HCjhOcrlxks,121,30,3630,30,training,3630
2NvKCzZVZ_c,121,30,3630,30,training,3630
Yhxi8O_Bxuk,131,25,3275,25,training,3275
nyEFFLNEPA8,124,29,3596,29,training,3596
3-3AgIvFPD8,122,30,3660,30,training,3660
lj6apn8n3dY,123,25,3075,25,training,3075
_1E2-Puthlw,122,30,3660,30,validation,3660
J7UUoQabi0Y,157,23,3611,23,training,3611
nok3TOwOxsE,122,29,3538,29,training,3538
Cynn0KhkaKk,224,30,6720,30,training,6720
SBXunhmkF6A,129,29,3741,29,training,3741
pEP0sMO-nUQ,122,25,3050,25,testing,3050
x31pHm5jX8M,122,29,3538,29,training,3538
BaeUkxPeCYc,122,24,2928,24,testing,2928
kK4SO7IsReg,250,29,7250,29,training,7250
HEBP2DaqJJ4,123,22,2706,22,training,2706
xw27CxuuPZw,123,30,3690,30,training,3690
AIK-F5kgxG8,123,25,3075,25,training,3075
5wzuWtaj9xE,123,29,3567,29,testing,3567
ZyurckX_RUM,123,30,3690,30,training,3690
p6mtLMD5dFQ,128,15,1920,15,validation,1920
SvE_0VULmFc,124,30,3720,30,training,3720
2kl1zTZ_nJ8,130,23,2990,23,training,2990
SEVnRnCwRFg,124,14,1736,14,testing,1736
p3PaSrsYMww,123,30,3690,30,training,3690
L0qF3WwprVU,144,29,4176,29,training,4176
xqMDihf4GHA,125,29,3625,29,training,3625
BNVULkJK6Rw,124,30,3720,30,testing,3720
2Jqf9GIMh5Y,123,25,3075,25,training,3075
l0SNfRFp3iA,148,29,4292,29,training,4292
SvHUZgOueEM,159,14,2226,14,training,2226
7LRz1IrbpeM,131,30,3930,30,training,3930
xITebczjESE,137,30,4110,30,training,4110
O1fgmU02LpQ,146,30,4380,30,training,4380
W0ziUw8AVkc,124,29,3596,29,training,3596
QnHf1yr8qsM,124,30,3720,30,testing,3720
iwtGHLkb9Jo,143,29,4147,29,testing,4147
tWbCOjG3SRo,130,29,3770,29,testing,3770
dlXCMo3H-vU,124,23,2852,23,validation,2852
6ksUMQ3NZ2M,191,30,5730,30,training,5730
c8v0X0I_N5w,124,30,3720,30,training,3720
gIYskR0Ayu8,130,25,3250,25,training,3250
DvPyVFKiZ1I,139,29,4031,29,training,4031
qTXGKizC5r8,125,30,3750,30,training,3750
6TzuYNcRJ_4,259,29,7511,29,training,7511
Ds1P1oTjNlo,225,29,6525,29,training,6525
Oe00xrRKr28,128,29,3712,29,validation,3712
5GJfuMEIp1w,125,29,3625,29,training,3625
JQ8U4pEvWxc,125,30,3750,30,training,3750
srs6XIJzz8s,125,29,3625,29,training,3625
82wiylnX7cU,125,29,3625,29,training,3625
Iqofif1zUyA,220,29,6380,29,training,6380
cdcwfcgJ1ps,126,30,3780,30,validation,3780
-qNdhWsjJtg,126,25,3150,25,training,3150
tcYSOeW2d_A,126,30,3780,30,training,3780
7xyBsToOzpY,126,25,3150,25,training,3150
qflqzR-d1qs,133,29,3857,29,training,3857
z5zmqiuMJG4,132,29,3828,29,training,3828
TiTHxbZ9VHM,127,24,3048,24,testing,3048
aHafEi-Qfr4,354,15,5310,15,training,5310
k9SuxJCqLRo,126,29,3654,29,training,3654
8MCMn7zy-u8,128,29,3712,29,training,3712
jyb-wINyThI,126,29,3654,29,validation,3654
FTgDwdP8IjU,127,30,3810,30,training,3810
3bxnj67nriI,127,29,3683,29,validation,3683
EV4_z0E7hcM,152,30,4560,30,training,4560
DWda_KChZE0,131,25,3275,25,training,3275
2mdu2yjYLOI,127,23,2921,23,validation,2921
znQgRUiPqEo,127,29,3683,29,training,3683
00cQFKiCrqs,127,29,3683,29,training,3683
f9pAoPHjOfM,127,30,3810,30,training,3810
hpkMNE5lG2Q,142,29,4118,29,training,4118
wllavmlMe8g,127,25,3175,25,validation,3175
Zb3ZY-J5jb8,130,30,3900,30,training,3900
BOgvYvV7rMo,127,30,3810,30,training,3810
A_8uZ-2irVU,133,30,3990,30,validation,3990
jn0HA0FmDGE,130,30,3900,30,training,3900
cPKeTYHSBeY,127,30,3810,30,testing,3810
UVq7-EWbdoU,149,29,4321,29,training,4321
euEH1ECyinY,128,25,3200,25,training,3200
uvv0tgb-4Xg,135,30,4050,30,training,4050
2fjB8mt3qt4,128,23,2944,23,training,2944
XPJHwQkkjZc,128,29,3712,29,training,3712
QCLEiiHbILk,128,29,3712,29,training,3712
Aw_RKYc4U_c,128,29,3712,29,training,3712
fib6rObi9bY,130,25,3250,25,training,3250
kJt5Sv4heqs,148,29,4292,29,training,4292
BBl5YCHgjFo,133,30,3990,30,training,3990
GI9_4MSxq6k,128,25,3200,25,training,3200
5mH6EGVew_0,128,30,3840,30,training,3840
c8rPKbUljx8,135,23,3105,23,training,3105
jPcfPxx9fWQ,131,15,1965,15,validation,1965
pb4k-1IS5Go,248,29,7192,29,validation,7192
ILep7DUgD28,139,30,4170,30,training,4170
YLImpwjxeko,147,23,3381,23,validation,3381
kNeJfsazgcw,135,30,4050,30,training,4050
qcvjcWCQ0b8,129,29,3741,29,training,3741
cA-fXYafFYU,129,30,3870,30,training,3870
TGXdHBZUyVY,147,30,4410,30,training,4410
jAaguEZ54XI,171,23,3933,23,training,3933
UT4yvDP8EPs,135,30,4050,30,training,4050
jtLJkRm9Z90,129,29,3741,29,training,3741
c5-35VgdcQE,13,30,390,30,training,390
lIuZhQXUefI,13,29,377,29,validation,377
GAW8qnWwWgs,12,25,300,25,training,300
GFDcaXSXy7Q,13,29,377,29,training,377
lzSXx8JGEcA,13,12,156,12,training,156
ocJMM8vCmT4,42,30,1260,30,validation,1260
Hfeb70ocXfM,151,29,4379,29,validation,4379
Tn66kaXRpJg,13,29,377,29,training,377
WVPGByJ_0m0,14,30,420,30,testing,420
k4mDdahzcGc,14,29,406,29,training,406
jXZA2pQCCgE,13,30,390,30,training,390
kFn3gnv8Rcg,13,25,325,25,training,325
fXToTu9wfy8,14,29,406,29,validation,406
Pbduex-e7zc,79,30,2370,30,training,2370
RKjQvOJ5mIM,54,30,1620,30,training,1620
neIHK6SMgTA,18,15,270,15,training,270
TP3oxWlxq5Q,13,23,299,23,validation,299
CbRoSHIadb0,12,30,360,30,training,360
TZCzxhAV3zs,13,30,390,30,training,390
NhrZjswm8OY,13,20,260,20,training,260
2xdtT9VMxik,14,24,336,24,training,336
5KKxkRivgsg,13,30,390,30,training,390
C5g_42XBMHg,18,30,540,30,validation,540
lI8xchGu0dQ,16,25,400,25,training,400
cUm4eKfoHKk,13,30,390,30,training,390
1pMO8lxDfV8,13,29,377,29,training,377
PpTGq8M_w2I,14,30,420,30,training,420
bGRD16JIeVA,19,18,342,18,training,342
N_AjK1vXi6U,13,29,377,29,training,377
cpVAeP9N_-s,13,29,377,29,training,377
bTzHJzEc9ok,13,29,377,29,validation,377
kG8n5nZ8iTg,13,29,377,29,training,377
xcOBHWfwSVs,13,30,390,30,training,390
2q9yds2Dxjg,13,30,390,30,training,390
